16907,"919 S 248th St,  Des Moines, WA, 98198",Match,Non_Exact,"919 S 248TH ST, DES MOINES, WA, 98198","-122.321846,47.379494",186628565,R,53,033,029001,
16904,"5551 116th Ave NE,  Kirkland, WA, 98033",Match,Exact,"5551 116TH AVE NE, KIRKLAND, WA, 98033","-122.185616,47.657307",186997779,L,53,033,022703,
20430,"12823 1st Ave NE,  Seattle, WA, 98125",Match,Exact,"12823 1ST AVE NE, SEATTLE, WA, 98125","-122.32894,47.7222",186575284,L,53,033,000600,
16905,"7036 19th Ave NW,  Seattle, WA, 98117",Match,Exact,"7036 19TH AVE NW, SEATTLE, WA, 98117","-122.38105,47.68016",186658932,R,53,033,003000,
16009,"15310 470th Pl SE,  North Bend, WA, 98045",Match,Exact,"15310 470TH PL SE, NORTH BEND, WA, 98045","-121.7132,47.46038",187047020,L,53,033,032702,
16005,"7072 21st Ave NE,  Seattle, WA, 98115",Match,Exact,"7072 21ST AVE NE, SEATTLE, WA, 98115","-122.30526,47.680042",186716407,R,53,033,002500,
20449,"3922 14th Ave S,  Seattle, WA, 98108",Match,Exact,"3922 14TH AVE S, SEATTLE, WA, 98108","-122.314705,47.56835",239769401,L,53,033,010001,
20448,"5007 40th Ave NE,  Seattle, WA, 98105",Match,Exact,"5007 40TH AVE NE, SEATTLE, WA, 98105","-122.2848,47.66506",186588183,L,53,033,004200,
16006,"18404 3rd Pl NW,  Shoreline, WA, 98177",Match,Exact,"18404 3RD PL NW, SHORELINE, WA, 98177","-122.36253,47.762756",186712897,R,53,033,020800,
20447,"305 17th Ave S,  Seattle, WA, 98144",Match,Exact,"305 17TH AVE S, SEATTLE, WA, 98144","-122.31028,47.59991",186592853,R,53,033,009000,
16007,"150 17th Ave,  Seattle, WA, 98122",Match,Exact,"150 17TH AVE, SEATTLE, WA, 98122","-122.31026,47.602596",186592842,R,53,033,008700,
20446,"1126 Martin Luther King Jr Way,  Seattle, WA, 98122",No_Match,,,,,,,,,
16008,"3385 S 290th St,  Auburn, WA, 98001",Match,Non_Exact,"3385 S 290TH ST, AUBURN, WA, 98001","-122.28956,47.341488",186650199,R,53,033,029802,
20445,"NE 145th St & 19th Ave NE,  Shoreline, WA, 98155",No_Match,,,,,,,,,
20444,"16007 SE 137th Terrace,  Renton, WA, 98059",Match,Non_Exact,"16007 SE 137TH TER, RENTON, WA, 98059","-122.12677,47.480286",627139842,R,53,033,031903,
20443,"709 N 94th St,  Seattle, WA, 98103",Match,Non_Exact,"709 N 94TH ST, SEATTLE, WA, 98103","-122.34944,47.69687",239770929,R,53,033,001800,
20442,"6465 High Point Dr SW,  Seattle, WA, 98126",Match,Exact,"6465 HIGH POINT DR SW, SEATTLE, WA, 98126","-122.36838,47.545258",630053296,R,53,033,010702,
20441,"8805 NE 34th St,  Bellevue, WA, 98004",Match,Non_Exact,"8805 NE 34TH ST, BELLEVUE, WA, 98004","-122.21882,47.641537",186602464,R,53,033,024100,
20440,"3013 S Nevada St,  Seattle, WA, 98108",Match,Non_Exact,"3013 S NEVADA ST, SEATTLE, WA, 98108","-122.29479,47.564762",239762962,L,53,033,010100,
16002,"20726 SE 24th St,  Sammamish, WA, 98075",No_Match,,,,,,,,,
16001,"922 216th Ave NE,  Sammamish, WA, 98074",Match,Exact,"922 216TH AVE NE, SAMMAMISH, WA, 98074","-122.051735,47.617317",239773102,R,53,033,032317,
16004,"3201 98th Ave NE,  Bellevue, WA, 98004",No_Match,,,,,,,,,
16003,"NE 134th St & 90th Ave NE,  Kirkland, WA, 98034",No_Match,,,,,,,,,
16000,"922 216th Ave NE,  Sammamish, WA, 98074",Match,Exact,"922 216TH AVE NE, SAMMAMISH, WA, 98074","-122.051735,47.617317",239773102,R,53,033,032317,
20458,"By Appointment,  15420 SE 80th Street, WA, castle",No_Match,,,,,,,,,
16920,"18183 NE 91st St,  Redmond, WA, 98052",Match,Non_Exact,"18183 NE 91ST ST, REDMOND, WA, 98052","-122.09599,47.68287",239769834,L,53,033,032313,
20457,"813 N 29th St,  Renton, WA, 98056",Match,Non_Exact,"813 N 29TH ST, RENTON, WA, 98056","-122.207794,47.517677",186998947,R,53,033,025301,
16921,"13005 3rd Ave NE unit b,  Seattle, WA, 98125",Match,Exact,"13005 3RD AVE NE, SEATTLE, WA, 98125","-122.32624,47.723293",638598889,L,53,033,000600,
20459,"1025 NE 125th St C,  Seattle, WA, 98125",Match,Non_Exact,"1025 NE 125TH ST, SEATTLE, WA, 98125","-122.317566,47.719547",186988105,R,53,033,000600,
16924,"4707 S Morgan St,  Seattle, WA, 98118",Match,Non_Exact,"4707 S MORGAN ST, SEATTLE, WA, 98118","-122.27357,47.54426",186645895,R,53,033,011102,
16925,"7023 122nd Ave SE,  Newcastle, WA, 98056",No_Match,,,,,,,,,
16922,"30797 NE 136th St,  Duvall, WA, 98019",Match,Exact,"30797 NE 136TH ST, DUVALL, WA, 98019","-121.9318,47.7195",187080871,R,53,033,032401,
16923,"2646 NW 56th St Unit A,  Seattle, WA, 98107",Match,Non_Exact,"2646 NW 56TH ST, SEATTLE, WA, 98107","-122.39088,47.669464",186658751,R,53,033,003200,
16928,"33501 161st Ln SE,  Auburn, WA, 98092",Match,Exact,"33501 161ST LN SE, AUBURN, WA, 98092","-122.12758,47.301655",186962069,L,53,033,031204,
20450,"10815 Eastridge Dr NE,  Redmond, WA, 98053",No_Match,,,,,,,,,
16929,"14415 NE 12th Pl,  Bellevue, WA, 98007",Match,Non_Exact,"14415 NE 12TH PL, BELLEVUE, WA, 98007","-122.14804,47.621124",186611183,R,53,033,023603,
16926,"4127 154th Ave SE,  Bellevue, WA, 98006",Match,Exact,"4127 154TH AVE SE, BELLEVUE, WA, 98006","-122.135284,47.572063",186614712,R,53,033,024800,
20452,"6716 Tolt Highlands Rd NE,  Carnation, WA, 98014",Match,Exact,"6716 TOLT HIGHLANDS RD NE, CARNATION, WA, 98014","-121.88165,47.664555",187067940,R,53,033,032500,
16927,"19616 44th Pl NE,  Lake Forest Park, WA, 98155",No_Match,,,,,,,,,
20451,"1807 212th Ave SE,  Sammamish, WA, 98075",Match,Exact,"1807 212TH AVE SE, SAMMAMISH, WA, 98075","-122.05689,47.593376",635620875,R,53,033,032203,
20454,"8020 Ashworth Ave N,  Seattle, WA, 98103",Match,Exact,"8020 ASHWORTH AVE N, SEATTLE, WA, 98103","-122.3391,47.68722",186580141,R,53,033,002700,
20453,"1090 N 41st Pl,  Renton, WA, 98056",No_Match,,,,,,,,,
20456,"13545 Erickson Pl NE,  Seattle, WA, 98125",Match,Exact,"13545 ERICKSON PL NE, SEATTLE, WA, 98125","-122.29144,47.727345",186577086,L,53,033,000100,
20455,"321 198th Ave SE,  Issaquah, WA, 98027",Match,Exact,"321 198TH AVE SE, ISSAQUAH, WA, 98027","-122.030624,47.511818",186639866,L,53,033,032104,
20469,"2233 1/2 Minor Ave E,  Seattle, WA, 98102",Match,Exact,"2233 MINOR AVE E, SEATTLE, WA, 98102","-122.32837,47.63878",186583947,L,53,033,006600,
16910,"3854 Cascadia Ave S,  Seattle, WA, 98118",Match,Exact,"3854 CASCADIA AVE S, SEATTLE, WA, 98118","-122.28287,47.569195",186666444,L,53,033,010100,
20468,"27266 SE 19th Ct,  Sammamish, WA, 98075",No_Match,,,,,,,,,
16911,"11804 89th Pl NE,  Kirkland, WA, 98034",Match,Exact,"11804 89TH PL NE, KIRKLAND, WA, 98034","-122.223724,47.706226",186934319,R,53,033,022203,
16912,"3398 SW Raymond St,  Seattle, WA, 98126",Match,Non_Exact,"3398 SW RAYMOND ST, SEATTLE, WA, 98126","-122.374916,47.548317",186578074,R,53,033,010702,
16913,"22841 NE 14th St,  Sammamish, WA, 98074",Match,Non_Exact,"22841 NE 14TH ST, SAMMAMISH, WA, 98074","-122.03395,47.62248",186617781,R,53,033,032318,
16914,"4326 356th Dr SE,  Fall City, WA, 98024",Match,Exact,"4326 356TH DR SE, FALL CITY, WA, 98024","-121.86531,47.566185",186620602,R,53,033,032601,
16915,"1002 18th St SE,  Auburn, WA, 98002",Match,Exact,"1002 18TH ST SE, AUBURN, WA, 98002","-122.215866,47.29279",186656461,R,53,033,030802,
20463,"23208 10th Ave S,  Des Moines, WA, 98198",No_Match,,,,,,,,,
16916,"9209 NE 152nd Pl,  Bothell, WA, 98011",Match,Non_Exact,"9209 NE 152ND PL, BOTHELL, WA, 98011","-122.218636,47.7386",187072361,R,53,033,022102,
20462,"7012 California Ave SW,  Seattle, WA, 98136",Match,Exact,"7012 CALIFORNIA AVE SW, SEATTLE, WA, 98136","-122.38725,47.540577",186661611,L,53,033,011600,
16917,"31827 SE 291st St,  Ravensdale, WA, 98051",Match,Exact,"31827 291ST ST, RAVENSDALE, WA, 98051","-121.91992,47.340073",187077173,L,53,033,031501,
20461,"4527 S Kenny St,  Seattle, WA, 98118",Match,Exact,"4527 S KENNY ST, SEATTLE, WA, 98118","-122.27648,47.54894",239776227,R,53,033,010200,
16918,"14114 NE 4th St,  Bellevue, WA, 98007",Tie,,,,,,,,,
20460,"4238 92nd Ave NE,  Yarrow Point, WA, 98004",No_Match,,,,,,,,,
16919,"19910 216th Ave NE,  Woodinville, WA, 98077",Match,Exact,"19910 216TH AVE NE, WOODINVILLE, WA, 98077","-122.050735,47.771706",627139481,R,53,033,032311,
20467,"615 NW 82nd St,  Seattle, WA, 98117",Match,Non_Exact,"615 NW 82ND ST, SEATTLE, WA, 98117","-122.36369,47.688377",186578920,L,53,033,002900,
20466,"12315 NE 102nd Ln,  Kirkland, WA, 98033",Match,Non_Exact,"12315 NE 102ND LN, KIRKLAND, WA, 98033","-122.17675,47.69145",625367567,R,53,033,022603,
20465,"5320 NE 17th St,  Renton, WA, 98059",Match,Non_Exact,"5320 NE 17TH ST, RENTON, WA, 98059","-122.147125,47.507042",627875627,R,53,033,025101,
20464,"808 SW 339th St,  Federal Way, WA, 98023",No_Match,,,,,,,,,
19100,"7119 Woodside Pl SW,  Seattle, WA, 98136",Match,Exact,"7119 WOODSIDE PL SW, SEATTLE, WA, 98136","-122.38943,47.53911",186661562,R,53,033,011600,
19102,"6914 NE 69th Ct,  Redmond, WA, 98053",No_Match,,,,,,,,,
19101,"23408 264th Ave SE,  Maple Valley, WA, 98038",Match,Exact,"23408 264TH AVE SE, MAPLE VALLEY, WA, 98038","-121.9871,47.391953",187047498,R,53,033,032003,
19104,"23001 Vashon Hwy SW,  Vashon, WA, 98070",No_Match,,,,,,,,,
19103,"1920 132nd Ave SE #67,  Bellevue, WA, 98005",Match,Exact,"1920 132ND AVE SE, BELLEVUE, WA, 98005","-122.16453,47.59294",239778131,R,53,033,023604,
19106,"12041 Standring Ct SW,  Burien, WA, 98146",Match,Exact,"12041 STANDRING CT SW, BURIEN, WA, 98146","-122.36961,47.494648",186622699,R,53,033,026700,
19105,"1500 145th Place Southeast Bellevue WA 98007,  Bellevue, WA, 98007",Match,Exact,"1500 145TH PL SE, BELLEVUE, WA, 98007","-122.15031,47.596676",638599215,L,53,033,023604,
19107,"4983 19th Ave S,  Seattle, WA, 98108",Match,Exact,"4983 19TH AVE S, SEATTLE, WA, 98108","-122.30792,47.55689",239769403,L,53,033,010402,
19108,"10228 NE 24th St,  Bellevue, WA, 98004",No_Match,,,,,,,,,
19109,"25610 177th Pl SE,  Covington, WA, 98042",No_Match,,,,,,,,,
19113,"22206 286th Ave SE,  Maple Valley, WA, 98038",Match,Exact,"22206 286TH AVE SE, MAPLE VALLEY, WA, 98038","-121.963,47.4022",186641629,R,53,033,032003,
20400,"7012 California Ave SW,  Seattle, WA, 98136",Match,Exact,"7012 CALIFORNIA AVE SW, SEATTLE, WA, 98136","-122.38725,47.540577",186661611,L,53,033,011600,
19112,"19031 86th Ave NE,  Bothell, WA, 98011",Match,Exact,"19031 86TH AVE NE, BOTHELL, WA, 98011","-122.22564,47.766136",186598015,L,53,033,021700,
20401,"37512 SE Fury St,  Snoqualmie, WA, 98065",No_Match,,,,,,,,,
19111,"11955 SE 253rd St,  Kent, WA, 98030",Match,Non_Exact,"11955 SE 253RD ST, KENT, WA, 98030","-122.18305,47.375023",186635676,R,53,033,029502,
19110,"20544 NE 31st St,  Sammamish, WA, 98074",Match,Non_Exact,"20544 NE 31ST ST, SAMMAMISH, WA, 98074","-122.06456,47.63799",186940468,R,53,033,032316,
19117,"4600 146th Pl SE,  Bellevue, WA, 98006",Match,Exact,"4600 146TH PL SE, BELLEVUE, WA, 98006","-122.14586,47.562294",186615195,R,53,033,024901,
19116,"9668 52nd Ave S,  Seattle, WA, 98118",Match,Exact,"9668 52ND AVE S, SEATTLE, WA, 98118","-122.267395,47.51588",186597151,L,53,033,011800,
19115,"24822 Marine View Dr S,  Des Moines, WA, 98198",Match,Exact,"24822 MARINE VIEW DR S, DES MOINES, WA, 98198","-122.32327,47.379143",186628543,L,53,033,029001,
19114,"18399 NE 97th Ct,  Redmond, WA, 98052",Match,Non_Exact,"18399 NE 97TH CT, REDMOND, WA, 98052","-122.09291,47.686512",186970108,R,53,033,032313,
20408,"5502 5th Ave NW,  Seattle, WA, 98107",Match,Exact,"5502 5TH AVE NW, SEATTLE, WA, 98107","-122.36292,47.668755",186579224,R,53,033,003400,
20409,"331 NE Darby Ln,  Issaquah, WA, 98029",No_Match,,,,,,,,,
20406,"7875,  11 SE 256th Pl, WA, t",No_Match,,,,,,,,,
20407,"20987 SE 7th Pl,  Sammamish, WA, 98074",Match,Non_Exact,"20987 SE 7TH PL, SAMMAMISH, WA, 98074","-122.0598,47.60235",640958281,L,53,033,032203,
20404,"1410 N 36th St,  Renton, WA, 98056",Match,Non_Exact,"1410 N 36TH ST, RENTON, WA, 98056","-122.2002,47.52383",239764292,L,53,033,025301,
20405,"9908 NE 116th St,  Kirkland, WA, 98034",No_Match,,,,,,,,,
20402,"9218 NE 8th St,  Renton, WA, 98059",No_Match,,,,,,,,,
20403,"2800 South Yancy Street,  Seattle, WA, 98108",Match,Exact,"2800 S YANCY ST, SEATTLE, WA, 98108","-122.29759,47.567272",627280626,R,53,033,010001,
19118,"14034 26th Ave NE,  Seattle, WA, 98125",Match,Exact,"14034 26TH AVE NE, SEATTLE, WA, 98125","-122.30055,47.730476",186576396,R,53,033,000200,
19119,"8005 148th Ave SE,  Newcastle, WA, 98059",Match,Exact,"8005 148TH AVE SE, NEWCASTLE, WA, 98059","-122.1431,47.530247",187059738,L,53,033,025005,
20410,"6045 Fauntleroy Way SW,  Seattle, WA, 98136",Match,Exact,"6045 FAUNTLEROY WAY SW, SEATTLE, WA, 98136","-122.3831,47.548065",186661588,R,53,033,010600,
20411,"9438 225th Way NE,  Redmond, WA, 98053",Match,Exact,"9438 225TH WAY NE, REDMOND, WA, 98053","-122.040634,47.684265",186958653,R,53,033,032329,
20412,"3613 Albion Pl N,  Seattle, WA, 98103",Match,Exact,"3613 ALBION PL N, SEATTLE, WA, 98103","-122.34475,47.65136",186581781,L,53,033,005400,
20413,"1510 NW 63rd St,  Seattle, WA, 98107",Match,Non_Exact,"1510 NW 63RD ST, SEATTLE, WA, 98107","-122.37654,47.67455",239772168,R,53,033,003300,
20414,"16415 81st Pl NE,  Kenmore, WA, 98028",Match,Exact,"16415 81ST PL NE, KENMORE, WA, 98028","-122.23554,47.747204",186941924,L,53,033,022102,
20415,"3648 Phinney Ave N,  Seattle, WA, 98103",Match,Exact,"3648 PHINNEY AVE N, SEATTLE, WA, 98103","-122.35446,47.652653",239761776,R,53,033,004900,
20416,"1364 43rd St NE,  Auburn, WA, 98002",Match,Exact,"1364 43RD ST NE, AUBURN, WA, 98002","-122.213776,47.345596",640908954,R,53,033,030503,
20417,"19186 76th Pl NE,  Kenmore, WA, 98028",No_Match,,,,,,,,,
20418,"6939 Pinehurst Ave SE,  Snoqualmie, WA, 98065",Match,Exact,"6939 PINEHURST AVE SE, SNOQUALMIE, WA, 98065","-121.859245,47.53861",628064469,R,53,033,032602,
20419,"98107,  3636 Dayton Ave N, WA, ttle",No_Match,,,,,,,,,
20422,"1903 E Calhoun St,  Seattle, WA, 98112",Match,Non_Exact,"1903 E CALHOUN ST, SEATTLE, WA, 98112","-122.30708,47.641",186587401,R,53,033,006200,
20423,"26829 195th Ct SE,  Covington, WA, 98042",Match,Non_Exact,"26829 195TH AVE SE, COVINGTON, WA, 98042","-122.08206,47.360218",186926113,L,53,033,032005,
20420,"2170 NW Fall Line Ln,  Issaquah, WA, 98027",No_Match,,,,,,,,,
20421,"13243 409th Ave SE,  North Bend, WA, 98045",Match,Exact,"13243 409TH AVE SE, NORTH BEND, WA, 98045","-121.794556,47.4806",187022973,R,53,033,032702,
20426,"17769 SE 60th St,  Bellevue, WA, 98006",Match,Non_Exact,"17769 SE 60TH ST, BELLEVUE, WA, 98006","-122.103836,47.54848",623967324,R,53,033,025006,
20427,"14742 Macadam Rd S,  Tukwila, WA, 98168",Match,Exact,"14742 MACADAM RD S, TUKWILA, WA, 98168","-122.267265,47.470234",187069271,L,53,033,026200,
20424,"9415 McBane Ave SE,  Snoqualmie, WA, 98065",Match,Exact,"9415 MCBANE AVE SE, SNOQUALMIE, WA, 98065","-121.87136,47.516014",617981268,L,53,033,032602,
20425,"27318 NE 116th St,  Duvall, WA, 98019",Match,Exact,"27318 NE 116TH ST, DUVALL, WA, 98019","-121.972336,47.701572",186617913,L,53,033,032402,
20428,"4712 46th Ave SW,  Seattle, WA, 98116",Match,Exact,"4712 46TH AVE SW, SEATTLE, WA, 98116","-122.39084,47.560814",186661353,L,53,033,010500,
20429,"11662 169th Pl NE,  Redmond, WA, 98052",No_Match,,,,,,,,,
21073,"3816 NE 24th Ct,  Renton, WA, 98056",No_Match,,,,,,,,,
19879,"821 Lingering Pine Dr NW,  Issaquah, WA, 98027",Match,Exact,"821 LINGERING PINE DR NW, ISSAQUAH, WA, 98027","-122.07205,47.539577",627314912,L,53,033,025006,
21072,"9112 Brinkley Ave SE,  Snoqualmie, WA, 98065",Match,Exact,"9112 BRINKLEY AVE SE, SNOQUALMIE, WA, 98065","-121.87678,47.518433",617981173,L,53,033,032602,
21075,"611 N 39th St,  Seattle, WA, 98103",Match,Non_Exact,"611 N 39TH ST, SEATTLE, WA, 98103","-122.35105,47.654133",186581719,R,53,033,004900,
19877,"968 SE 11th St,  North Bend, WA, 98045",No_Match,,,,,,,,,
18418,"415 140th Ave SE,  Bellevue, WA, 98005",Match,Exact,"415 140TH AVE SE, BELLEVUE, WA, 98005","-122.15348,47.60596",187000144,R,53,033,023604,
21074,"929 N 97th St,  Seattle, WA, 98103",Match,Non_Exact,"929 N 97TH ST, SEATTLE, WA, 98103","-122.34681,47.699615",239761412,R,53,033,001300,
19878,"11407 5th Ave S,  Seattle, WA, 98168",Match,Exact,"11407 5TH AVE S, SEATTLE, WA, 98168","-122.326515,47.500465",186951322,L,53,033,027000,
18419,"35th Ave SW & SW Cambridge St,  Seattle, WA, 98126",No_Match,,,,,,,,,
18416,"13327 SE 279th Pl,  Kent, WA, 98042",Match,Non_Exact,"13327 SE 279TH PL, KENT, WA, 98042","-122.1635,47.35117",624367095,L,53,033,031704,
18417,"12232 SE 165th St,  Renton, WA, 98058",Match,Non_Exact,"12232 SE 165TH ST, RENTON, WA, 98058","-122.17745,47.45532",187035990,L,53,033,025803,
21071,"768 Belmont Pl E,  Seattle, WA, 98102",Match,Exact,"768 BELMONT PL E, SEATTLE, WA, 98102","-122.32427,47.62602",186584268,R,53,033,006500,
18414,"13235 SE 246th Ct,  Kent, WA, 98042",Match,Non_Exact,"13235 SE 246TH CT, KENT, WA, 98042","-122.16494,47.381073",186932032,R,53,033,031703,
21070,"8614 22nd Ave SW,  Seattle, WA, 98106",Match,Exact,"8614 22ND AVE SW, SEATTLE, WA, 98106","-122.36182,47.526234",186591167,L,53,033,011401,
18415,"8821 SE 39th St,  Mercer Island, WA, 98040",Match,Non_Exact,"8821 SE 39TH ST, MERCER ISLAND, WA, 98040","-122.22159,47.575752",186606364,R,53,033,024400,
19141,"16127 SE 256th Pl,  Covington, WA, 98042",No_Match,,,,,,,,,
19142,"3819 NE 100th St,  Seattle, WA, 98125",Match,Non_Exact,"3819 NE 100TH ST, SEATTLE, WA, 98125","-122.28713,47.701077",186585956,R,53,033,002200,
19140,"18838 NE 190th St,  Kenmore, WA, 98028",No_Match,,,,,,,,,
19872,"9114 45th Ave SW,  Seattle, WA, 98136",Match,Exact,"9114 45TH AVE SW, SEATTLE, WA, 98136","-122.3902,47.52244",186661955,L,53,033,011600,
19145,"4652 171st Ave SE,  Bellevue, WA, 98006",Match,Exact,"4652 171ST AVE SE, BELLEVUE, WA, 98006","-122.11173,47.562565",186616049,R,53,033,025003,
18413,"16208 21st Ave SW,  Burien, WA, 98166",Match,Exact,"16208 21ST AVE SW, BURIEN, WA, 98166","-122.36054,47.45737",186624807,L,53,033,027900,
19871,"SW Genesee St,  Seattle, WA, 98116",No_Match,,,,,,,,,
19146,"18347 Dayton Pl N,  Shoreline, WA, 98133",Match,Non_Exact,"18347 DAYTON AVE N, SHORELINE, WA, 98133","-122.35506,47.76219",186573671,L,53,033,020800,
18412,"E Mercer Way & SE 85th St,  Mercer Island, WA, 98040",No_Match,,,,,,,,,
19870,"714 6th Ave NW,  Issaquah, WA, 98027",Match,Exact,"714 6TH AVE NW, ISSAQUAH, WA, 98027","-122.04579,47.53773",640963338,L,53,033,032103,
19143,"535 N 68th St,  Seattle, WA, 98103",Match,Non_Exact,"535 N 68TH ST, SEATTLE, WA, 98103","-122.352036,47.67872",186579505,R,53,033,003500,
18411,"Webster Park,  3025 NW 68th St, WA, ttle",No_Match,,,,,,,,,
19144,"23032 16th Ave S,  Des Moines, WA, 98198",No_Match,,,,,,,,,
18410,"1808 E Union St,  Seattle, WA, 98122",Match,Non_Exact,"1808 E UNION ST, SEATTLE, WA, 98122","-122.308655,47.612904",186592680,L,53,033,007900,
21076,"6217 Silent Creek Ave SE,  Snoqualmie, WA, 98065",Match,Exact,"6217 SILENT CREEK AVE SE, SNOQUALMIE, WA, 98065","-121.882675,47.54498",637491351,R,53,033,032602,
19876,"14415 131st Pl NE,  Kirkland, WA, 98034",Match,Non_Exact,"14415 131ST AVE NE, KIRKLAND, WA, 98034","-122.16538,47.731865",186600257,L,53,033,021906,
19149,"5927 Atlas Pl SW,  Seattle, WA, 98136",Match,Exact,"5927 ATLAS PL SW, SEATTLE, WA, 98136","-122.39594,47.549725",239774685,R,53,033,010600,
21077,"7308 SE Cranberry Ct,  Snoqualmie, WA, 98065",Match,Non_Exact,"7308 CRANBERRY CT SE, SNOQUALMIE, WA, 98065","-121.87853,47.53569",627139851,R,53,033,032602,
19875,"4434 Jill Pl S,  Seattle, WA, 98108",No_Match,,,,,,,,,
21078,"26899 225th Ave SE,  Maple Valley, WA, 98038",Match,Exact,"26899 225TH AVE SE, MAPLE VALLEY, WA, 98038","-122.041595,47.35953",640991363,R,53,033,032011,
19874,"10230 SE 248th St,  Kent, WA, 98030",Match,Non_Exact,"10230 SE 248TH ST, KENT, WA, 98030","-122.20477,47.37976",186959525,L,53,033,029503,
19147,"14830 SE 10th Pl,  Bellevue, WA, 98007",Match,Non_Exact,"14830 SE 10TH PL, BELLEVUE, WA, 98007","-122.14169,47.60152",186613645,L,53,033,023300,
21079,"14730 SE 113th St,  Renton, WA, 98059",Match,Non_Exact,"14730 SE 113TH ST, RENTON, WA, 98059","-122.144165,47.50201",186635973,L,53,033,025102,
19873,"11216 Lyons Ave NE,  Renton, WA, 98059",No_Match,,,,,,,,,
19148,"7728 Overlake Dr W,  Medina, WA, 98039",Match,Exact,"7728 OVERLAKE DR W, MEDINA, WA, 98039","-122.235825,47.61619",640611474,L,53,033,024200,
21064,"20417 126th Ave NE,  Bothell, WA, 98011",No_Match,,,,,,,,,
19866,"1014 NE 96th St,  Seattle, WA, 98115",Match,Non_Exact,"1014 NE 96TH ST, SEATTLE, WA, 98115","-122.31723,47.698563",186584608,L,53,033,002000,
18429,"1121 Florence St,  Enumclaw, WA, 98022",Match,Exact,"1121 FLORENCE ST, ENUMCLAW, WA, 98022","-122.00269,47.201042",186657688,L,53,033,031400,
21063,"6730 Mars Ave S,  Seattle, WA, 98108",Match,Exact,"6730 MARS AVE S, SEATTLE, WA, 98108","-122.302704,47.54233",239763112,L,53,033,011002,
19867,"18310 80th Ave NE,  Kenmore, WA, 98028",Match,Exact,"18310 80TH AVE NE, KENMORE, WA, 98028","-122.23351,47.76106",628009962,R,53,033,021700,
21062,"24850 SE 13th Pl,  Sammamish, WA, 98075",No_Match,,,,,,,,,
19868,"2248 NW 70th St,  Seattle, WA, 98117",Match,Non_Exact,"2248 NW 70TH ST, SEATTLE, WA, 98117","-122.38483,47.679516",186658783,R,53,033,003100,
21061,"8008 NE 182nd Pl,  Kenmore, WA, 98028",Match,Non_Exact,"8008 NE 182ND PL, KENMORE, WA, 98028","-122.233345,47.760296",630047425,L,53,033,021700,
19869,"22589 NE 96th St,  Redmond, WA, 98053",Match,Non_Exact,"22589 NE 96TH ST, REDMOND, WA, 98053","-122.03863,47.685143",186957854,R,53,033,032329,
21060,"9218 Satterlee Ave SE,  Snoqualmie, WA, 98065",No_Match,,,,,,,,,
18425,"7205 17th Ave SW,  Seattle, WA, 98106",Match,Exact,"7205 17TH AVE SW, SEATTLE, WA, 98106","-122.35616,47.5377",640997425,L,53,033,010800,
18426,"2541 E McGraw St,  Seattle, WA, 98112",Match,Non_Exact,"2541 E MCGRAW ST, SEATTLE, WA, 98112","-122.29961,47.64024",186587827,R,53,033,006200,
